#SECTION,event
id,name,event_date,location,status
1441674d-a011-471a-a601-722b88b117f5,All You Can East Bluffet,2026-08-01,"East Bluff Bike Park, Mandan Road, Copper Harbor, MI 49918",upcoming
#SECTION,races
id,event_id,name,race_type,duration_minutes,start_time,status
0e45ee85-800c-4e1f-a95b-4b92462e790a,1441674d-a011-471a-a601-722b88b117f5,90-Minute Kids,lap_based,5,2026-07-26T22:45:34Z,scheduled
17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,1441674d-a011-471a-a601-722b88b117f5,12 Hour,lap_based,30,2026-07-26T22:25:34Z,active
209769a1-f723-4f70-ae90-466a46338684,1441674d-a011-471a-a601-722b88b117f5,6 Hour,lap_based,15,2026-07-26T22:25:34Z,active
#SECTION,categories
id,race_id,name,category_type,gender_filter,display_order
10af9e2e-31e2-50d4-b12c-88e651c36175,0e45ee85-800c-4e1f-a95b-4b92462e790a,Men,male,male,0
c671ab5b-b5b5-58c3-b836-115888c9d27c,209769a1-f723-4f70-ae90-466a46338684,Intermediate Men,custom,male,0
6d2d19e6-0552-5dca-ae67-d1189221fed9,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,Intermediate Men,custom,male,0
d5b178c5-abb4-5cee-ad88-fd151ecb151e,0e45ee85-800c-4e1f-a95b-4b92462e790a,Women,female,female,1
0b21d8e0-efa9-578d-a28d-d1577edb82a1,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,Intermediate Women,custom,female,1
6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,209769a1-f723-4f70-ae90-466a46338684,Intermediate Women,custom,female,1
3f8a220c-928f-5e64-b6e4-69af3a5313ab,209769a1-f723-4f70-ae90-466a46338684,Advanced Men,custom,male,2
0955464d-0cfc-538a-acee-3f64881ee303,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,Advanced Men,custom,male,2
fe373fcc-be7a-50ad-b874-2b0c4184e4cd,209769a1-f723-4f70-ae90-466a46338684,Advanced Women,custom,female,3
67ab277e-1cea-5df2-bd09-f631c32ae219,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,Advanced Women,custom,female,3
#SECTION,teams
id,race_id,name,display_order
aa9c1ec5-c57f-5a07-a8db-e267f426558e,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,East Bluff A,0
6fdf673d-09d2-5ebc-b4f8-c9923ee1c391,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,East Bluff B,1
62cf5a7e-06d8-5b61-8503-23be7f135730,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,East Bluff C,2
7d8dafcd-0c61-5849-b80c-818ab0242cfa,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,East Bluff D,3
#SECTION,participants
id,race_id,bib_number,first_name,last_name,gender,status,category_id,team_id
0ecc7650-6654-587c-b9e3-13bcd85ee73c,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,13,Cameron,Sullivan,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,7d8dafcd-0c61-5849-b80c-818ab0242cfa
a6fdea4f-028e-530c-ade2-a98f6bad24de,209769a1-f723-4f70-ae90-466a46338684,13,Owen,Sullivan,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
3bd003fd-c431-51b6-90be-c44420ec1d26,209769a1-f723-4f70-ae90-466a46338684,14,Peyton,Berg,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
e5d10406-a0b6-5f06-aa6a-8783ba7579ab,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,14,Drew,Berg,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,7d8dafcd-0c61-5849-b80c-818ab0242cfa
69283a11-6ba4-5cee-9a97-c13eb30ca09c,0e45ee85-800c-4e1f-a95b-4b92462e790a,14,Casey,Berg,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
135c0308-0f8e-57d6-96fc-3fdf7a790bca,209769a1-f723-4f70-ae90-466a46338684,15,River,Ellis,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
7110bbaa-c232-54b9-b57b-ecac0e1e479f,0e45ee85-800c-4e1f-a95b-4b92462e790a,15,Riley,Ellis,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
67b4c696-9c8d-5d20-ae8c-2c65e5e27492,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,15,Emerson,Ellis,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,7d8dafcd-0c61-5849-b80c-818ab0242cfa
5f5122fb-c602-5600-b394-109d16f8f249,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,16,Finley,Hahn,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,7d8dafcd-0c61-5849-b80c-818ab0242cfa
8eebecbd-50d8-5ed8-aa88-3af1b1cdbb5f,0e45ee85-800c-4e1f-a95b-4b92462e790a,16,Morgan,Hahn,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
ca82f774-f39c-531f-8e4a-af3c41cd4df1,209769a1-f723-4f70-ae90-466a46338684,16,Sage,Hahn,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
905aeb5f-49a9-5775-b3c6-bbdc45002cbf,0e45ee85-800c-4e1f-a95b-4b92462e790a,17,Taylor,Kim,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
ce6bdd58-e3cc-5fdf-a014-5fe02cf77ccb,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,17,Harper,Kim,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
225e8e51-c4b0-5350-8f5b-a28591c5f226,209769a1-f723-4f70-ae90-466a46338684,17,Shawn,Kim,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
05bd29fd-9144-536c-b469-aa473abf48fb,0e45ee85-800c-4e1f-a95b-4b92462e790a,18,Quinn,Nash,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
3413cc39-78aa-57b0-8b14-0d9c9a46295a,209769a1-f723-4f70-ae90-466a46338684,18,Sydney,Nash,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
a35fdeb3-0287-51bd-9489-44014a5c137a,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,18,Hayden,Nash,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,
a3126ad3-bdce-56c0-8b29-1a35ddaee1ad,209769a1-f723-4f70-ae90-466a46338684,19,Terry,Quinn,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
8f49da73-e71b-5fb3-a548-8337de791301,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,19,Jamie,Quinn,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,
0314966e-e776-5310-8465-e4d565ffbe4d,0e45ee85-800c-4e1f-a95b-4b92462e790a,19,Avery,Quinn,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
a93b1825-2234-55d8-b2a8-9595d63ae216,0e45ee85-800c-4e1f-a95b-4b92462e790a,2,Noah,Patel,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
d6175ced-34b0-5e69-9465-92fd28dfc2d6,209769a1-f723-4f70-ae90-466a46338684,2,Skyler,Patel,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
43773bcb-164a-5458-b5f9-0c6598602c11,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,2,Jordan,Patel,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,aa9c1ec5-c57f-5a07-a8db-e267f426558e
7a46839f-e116-5e7e-9e50-3da64f0d9af7,209769a1-f723-4f70-ae90-466a46338684,20,Blair,Torres,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
fd6d5dae-5fcd-5ad1-a9bd-3428f535ef4b,0e45ee85-800c-4e1f-a95b-4b92462e790a,20,Parker,Torres,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
7662d05f-a4da-5f36-acef-2195dfb8f9d2,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,20,Kai,Torres,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,
0f96bf46-59bb-548c-a779-7c430de4dcb1,209769a1-f723-4f70-ae90-466a46338684,21,Alex,Rivera,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
e223c88d-1f06-56cd-86aa-ad05a8192756,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,21,Logan,Rivera,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
e3a6eb05-2005-5635-8d0a-34eeb72f786b,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,22,Noah,Patel,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,
c929ddf2-2c0a-5fea-bc7a-e9c6f5f13aed,209769a1-f723-4f70-ae90-466a46338684,22,Jordan,Patel,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
53802fb6-9328-5893-83e2-bb81ac1b543d,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,23,Owen,Sullivan,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,
c6aa44b9-f649-57e4-b82a-0ae9f3d558eb,209769a1-f723-4f70-ae90-466a46338684,23,Sam,Sullivan,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
7efa7177-ab74-55a9-8ccd-5de2b5ef3af0,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,24,Peyton,Berg,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,
284f1a59-d921-5dd4-beb0-bee2195c7706,209769a1-f723-4f70-ae90-466a46338684,24,Casey,Berg,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
109828fe-49b3-51cb-8cd7-4a91dd14dda9,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,25,River,Ellis,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
eafcb4eb-2fe2-5606-a849-ac15b31d6a8e,209769a1-f723-4f70-ae90-466a46338684,25,Riley,Ellis,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
f186cef7-b49f-5893-a434-de7e56f541e5,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,26,Sage,Hahn,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,
53539879-311a-5c10-8ecc-84fa4f793267,209769a1-f723-4f70-ae90-466a46338684,26,Morgan,Hahn,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
5289cff2-fa97-5b67-bad3-398244256aad,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,27,Shawn,Kim,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,
daac878f-701f-50c1-909d-901bf576653a,209769a1-f723-4f70-ae90-466a46338684,27,Taylor,Kim,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
478d65c5-9dc7-52af-8773-c90f8e894311,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,28,Sydney,Nash,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,
1bf028a5-e30e-54be-b867-4378c6b63675,209769a1-f723-4f70-ae90-466a46338684,28,Quinn,Nash,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
ad2aeb03-fd77-5348-9f7e-a3388d7e8277,209769a1-f723-4f70-ae90-466a46338684,29,Avery,Quinn,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
7c59d8b1-8e35-5710-a731-f47144cc5869,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,29,Terry,Quinn,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
02d91423-c3a7-55fd-bb00-b20952dacfc3,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,3,Sam,Sullivan,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,aa9c1ec5-c57f-5a07-a8db-e267f426558e
4362e21b-1790-51b3-ae17-01c76b557fc6,0e45ee85-800c-4e1f-a95b-4b92462e790a,3,Owen,Sullivan,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
c0c1e335-0d3c-59c5-89e0-5f8246f30a7a,209769a1-f723-4f70-ae90-466a46338684,3,Cameron,Sullivan,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
b640dd57-fa5b-5154-9d16-a6362a54d268,209769a1-f723-4f70-ae90-466a46338684,30,Parker,Torres,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
a3bfca67-50cc-5d74-a203-8caf2b75b584,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,30,Blair,Torres,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,
8d3643a1-329b-5aa5-b403-7822b6c82809,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,31,Alex,Rivera,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,
8acca88a-ec3a-5912-b8cb-3ade42b19137,209769a1-f723-4f70-ae90-466a46338684,31,Reese,Rivera,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
2c606011-bab1-5200-b000-5ec1708ec57d,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,32,Jordan,Patel,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,
ba967050-23c5-5e2d-b935-4a85a9bdd786,209769a1-f723-4f70-ae90-466a46338684,32,Skyler,Patel,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
16723a77-52f3-5bbe-bebd-3257af7d5fbf,209769a1-f723-4f70-ae90-466a46338684,33,Cameron,Sullivan,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
299ec1bd-5a56-5d78-b726-954be0c6ba04,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,33,Sam,Sullivan,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
2a4ba48e-5404-5bb8-996f-c25b1d78051f,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,34,Casey,Berg,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,
7fa8485f-6a3c-5599-8765-c79e31d7b2e4,209769a1-f723-4f70-ae90-466a46338684,34,Drew,Berg,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
e0082e1e-c04a-5fbc-b580-bb20b3159087,209769a1-f723-4f70-ae90-466a46338684,35,Emerson,Ellis,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
9130c4e9-0a1f-53c5-9976-3ecf2d37db39,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,35,Riley,Ellis,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,
726b6114-8b20-599c-822b-34bb1adca5eb,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,36,Morgan,Hahn,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,
c09f0334-6019-5b2f-8101-097ae9fcf66b,209769a1-f723-4f70-ae90-466a46338684,36,Finley,Hahn,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
89b67273-e9d2-5b31-ac37-00d0e41e7016,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,37,Taylor,Kim,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
f4d49eb8-a5fd-5768-b658-231be99df473,209769a1-f723-4f70-ae90-466a46338684,37,Harper,Kim,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
ad08fdbb-3e44-56d5-9ef4-b8d845298e2a,209769a1-f723-4f70-ae90-466a46338684,38,Hayden,Nash,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
1a94a624-a626-5209-b5e3-c9db16d6bb2a,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,38,Quinn,Nash,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,
871e2fc0-dbf1-56f2-99ae-b50de72db288,209769a1-f723-4f70-ae90-466a46338684,39,Jamie,Quinn,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
b7caea29-d1f8-5ccc-bd5c-bc44790ed483,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,39,Avery,Quinn,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,
0c21ee43-9595-5929-a40e-0dcae0cc1966,209769a1-f723-4f70-ae90-466a46338684,4,Drew,Berg,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
52f89057-e6e7-5a41-aa84-466dd792750b,0e45ee85-800c-4e1f-a95b-4b92462e790a,4,Peyton,Berg,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
eb512d28-e477-535d-8ab2-f8ebd3bcde7b,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,4,Casey,Berg,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,aa9c1ec5-c57f-5a07-a8db-e267f426558e
7186a467-89d1-563c-a1d8-511abe08eac9,209769a1-f723-4f70-ae90-466a46338684,40,Kai,Torres,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
fb3460b6-9be9-573b-9b42-7223d791b34f,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,40,Parker,Torres,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,
dc02fb25-10b3-49a9-b336-e00016a3ca8b,209769a1-f723-4f70-ae90-466a46338684,41,Late,Signup2,other,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
5f4285c8-b963-4f7b-812b-154a447d4357,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,41,Late,Signup1,other,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,
e33f545e-44c8-470e-97f5-69ae3ff270bd,209769a1-f723-4f70-ae90-466a46338684,42,Late,Signup3,other,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
a8e4bc4d-4304-5167-967a-95f478ea0343,0e45ee85-800c-4e1f-a95b-4b92462e790a,5,River,Ellis,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
afb221c6-109d-5463-9256-2214c5a23e44,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,5,Riley,Ellis,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,6fdf673d-09d2-5ebc-b4f8-c9923ee1c391
86f515e4-775c-54a6-82e8-0c002a30e518,209769a1-f723-4f70-ae90-466a46338684,5,Emerson,Ellis,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
70a8c4cf-a82b-5adf-aae1-8762cc8c4a19,209769a1-f723-4f70-ae90-466a46338684,6,Finley,Hahn,female,registered,6221ba18-7fb8-50a2-8ed0-42d03cdecdc8,
161e8b04-1143-5b50-bf85-2edc13983177,0e45ee85-800c-4e1f-a95b-4b92462e790a,6,Sage,Hahn,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
d3565568-c5f5-5e80-953c-3d2964b490c3,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,6,Morgan,Hahn,female,registered,0b21d8e0-efa9-578d-a28d-d1577edb82a1,6fdf673d-09d2-5ebc-b4f8-c9923ee1c391
6736d461-d29d-5773-88bb-ae4bb70299e3,0e45ee85-800c-4e1f-a95b-4b92462e790a,7,Shawn,Kim,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
bfd63b61-41ef-5433-8933-89c013a38d52,209769a1-f723-4f70-ae90-466a46338684,7,Harper,Kim,male,registered,3f8a220c-928f-5e64-b6e4-69af3a5313ab,
1ff6258b-69e7-5975-abc5-7efd377f76eb,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,7,Taylor,Kim,male,registered,0955464d-0cfc-538a-acee-3f64881ee303,6fdf673d-09d2-5ebc-b4f8-c9923ee1c391
e8fb8698-bff5-58ce-9fa6-02ab9d531e67,0e45ee85-800c-4e1f-a95b-4b92462e790a,8,Sydney,Nash,female,registered,d5b178c5-abb4-5cee-ad88-fd151ecb151e,
873098a5-49c8-57e4-80c8-3e358db6d844,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,8,Quinn,Nash,female,registered,67ab277e-1cea-5df2-bd09-f631c32ae219,6fdf673d-09d2-5ebc-b4f8-c9923ee1c391
64c608b8-9a6c-5436-8eac-6b460ec775f4,209769a1-f723-4f70-ae90-466a46338684,8,Hayden,Nash,female,registered,fe373fcc-be7a-50ad-b874-2b0c4184e4cd,
7073f414-4cf4-50a2-a49d-f9acf2464ad1,0e45ee85-800c-4e1f-a95b-4b92462e790a,9,Terry,Quinn,male,registered,10af9e2e-31e2-50d4-b12c-88e651c36175,
a701fee9-7b09-5bf2-93d3-c29af24fc7ff,17da3ba1-2e09-4eb1-aeb3-d9dd5b6a394e,9,Avery,Quinn,male,registered,6d2d19e6-0552-5dca-ae67-d1189221fed9,62cf5a7e-06d8-5b61-8503-23be7f135730
af492e8a-d8e0-58bd-90d7-fd88655b3bee,209769a1-f723-4f70-ae90-466a46338684,9,Jamie,Quinn,male,registered,c671ab5b-b5b5-58c3-b836-115888c9d27c,
#SECTION,tags
id,participant_id,tag_uid,created_at
91c4c2cc-4256-4748-a587-0e8cfd1b3e9e,5f4285c8-b963-4f7b-812b-154a447d4357,d2c65309-5e59-4258-bf5d-089173f01395,2026-07-26T18:26:04-04:00
80e78a81-9774-59fa-86f2-672a0e7945d9,9fe78eeb-a21c-594a-acc2-7e1efe378201,23657b2d-aa08-5fe8-8553-e9e3affb4678,0001-01-01T00:00:00Z
9af3f955-96fb-5e9b-ae95-119150bf7147,43773bcb-164a-5458-b5f9-0c6598602c11,bdfd9257-7f51-5012-a9b1-a36617846ce5,0001-01-01T00:00:00Z
0991795d-716b-5273-9547-de02d8e3b0e5,02d91423-c3a7-55fd-bb00-b20952dacfc3,cb60c4cd-8c3e-5bbb-be05-e3f6f34c6313,0001-01-01T00:00:00Z
881edd53-c348-5da1-a333-0b95efa8f729,eb512d28-e477-535d-8ab2-f8ebd3bcde7b,5f5ce6ea-49fe-50f3-a456-292a9b7a7739,0001-01-01T00:00:00Z
d713eb40-c631-50cb-9cb0-87f1b1dfc604,afb221c6-109d-5463-9256-2214c5a23e44,f453bea8-b5f7-5e10-8a5e-02df72ffb3d3,0001-01-01T00:00:00Z
